SampleID	Chr	Start	End	Gene
17378sorted	9	22033365	22033367	CDKN2B-AS1
17378sorted	9	100459402	100459575	XPA
17378sorted	9	100556108	100556110	rs965513
17378sorted	9	136149228	136149230	ABO
17378sorted	10	8701218	8701220	rs10795668
17378sorted	10	21830103	21830105	MLLT10
17378sorted	10	43572706	43572780	RET
17378sorted	10	51549495	51549497	TIMM23B
17378sorted	10	63723576	63723578	ARID5B
17378sorted	10	88516384	88516688	BMPR1A
17378sorted	10	104263909	104264092	SUFU
17378sorted	10	123032518	123032520	rs11199874
17378sorted	10	123337334	123337336	FGFR2
17378sorted	11	2233573	2233575	rs7127900
17378sorted	11	8252852	8252854	LMO1
17378sorted	11	56175670	56175672	rs1945213
17378sorted	11	68994496	68994498	rs7931342
17378sorted	11	69328763	69328765	rs614367
17378sorted	11	74345549	74345551	POLD3
17378sorted	11	83620786	83620788	DLG2
17378sorted	11	89011045	89011047	TYR
17378sorted	11	111171708	111171710	C11orf92
17378sorted	12	14653866	14653868	rs2900333
17378sorted	12	26453282	26453284	rs718314
17378sorted	12	49676009	49676011	rs10875943
17378sorted	12	88890670	88890672	KITLG
17378sorted	12	88953560	88953562	KITLG
17378sorted	12	88953958	88953960	KITLG
17378sorted	12	112521447	112521449	NAA25
17378sorted	12	125320849	125320851	SCARB1
17378sorted	13	24127209	24127211	rs1572072
17378sorted	13	24205194	24205196	TNFRSF19
17378sorted	13	24293858	24293860	rs753955
17378sorted	13	48878048	48878186	RB1
17378sorted	13	73908845	73908847	rs9573163
17378sorted	14	36649245	36649247	rs944289
17378sorted	15	32994755	32994757	rs4779584
17378sorted	15	47873548	47873550	SEMA6D
17378sorted	15	70018989	70018991	rs7176508
17378sorted	15	78908031	78908033	CHRNA3
17378sorted	16	51098426	51098428	rs1528601
17378sorted	16	52586340	52586342	rs3803662
17378sorted	16	52635163	52635165	rs3112612
17378sorted	16	68771318	68771367	CDH1
17378sorted	16	89882944	89883024	FANCA
17378sorted	17	36098039	36098041	HNF1B
17378sorted	17	74473261	74473381	RHBDF2
17378sorted	19	38735612	38735614	rs8102476
17378sorted	19	45867243	45867378	ERCC2
17378sorted	20	6404280	6404282	rs961253
17378sorted	21	30717736	30717738	BACH1
17378sorted	21	42746080	42746082	TMPRSS3
17379sorted	1	150860470	150860472	rs7412746
17379sorted	2	46537603	46537605	EPAS1
17379sorted	2	215672545	215672547	BARD1
17379sorted	3	10091057	10091190	FANCD2
17379sorted	3	37627111	37627113	ITGA9
17379sorted	4	84374479	84374481	HELQ
17379sorted	4	106061533	106061535	rs7679673
17379sorted	6	22125963	22125965	rs4712653
17379sorted	6	22140003	22140005	rs6939340
17379sorted	6	151948365	151948367	rs2046210
17379sorted	7	6013029	6013174	PMS2
17379sorted	7	6017218	6017389	PMS2
17379sorted	7	6018226	6018328	PMS2
17379sorted	7	50466303	50466305	IKZF1
17379sorted	7	86983714	86983716	CROT
17379sorted	7	97816326	97816328	LMTK2
17379sorted	8	18272880	18272882	rs1495741
17379sorted	8	128407442	128407444	rs10505477
17379sorted	8	130491751	130491753	CCDC26
17379sorted	8	145742985	145743020	RECQL4
17379sorted	8	145743084	145743169	RECQL4
17379sorted	9	22033365	22033367	CDKN2B-AS1
17379sorted	9	100459402	100459575	XPA
17379sorted	9	136149228	136149230	ABO
17379sorted	10	43572706	43572780	RET
17379sorted	10	63723576	63723578	ARID5B
17379sorted	10	104263909	104264092	SUFU
17379sorted	11	2233573	2233575	rs7127900
17379sorted	11	56175670	56175672	rs1945213
17379sorted	11	68994496	68994498	rs7931342
17379sorted	11	83620786	83620788	DLG2
17379sorted	11	89011045	89011047	TYR
17379sorted	11	111171708	111171710	C11orf92
17379sorted	12	14653866	14653868	rs2900333
17379sorted	12	26453282	26453284	rs718314
17379sorted	12	51155662	51155664	rs11169552
17379sorted	12	88953560	88953562	KITLG
17379sorted	12	88953958	88953960	KITLG
17379sorted	12	125320849	125320851	SCARB1
17379sorted	13	24205194	24205196	TNFRSF19
17379sorted	13	24293858	24293860	rs753955
17379sorted	13	48878048	48878186	RB1
17379sorted	13	73908845	73908847	rs9573163
17379sorted	14	36649245	36649247	rs944289
17379sorted	15	47873548	47873550	SEMA6D
17379sorted	15	78908031	78908033	CHRNA3
17379sorted	16	51098426	51098428	rs1528601
17379sorted	16	52635163	52635165	rs3112612
17379sorted	16	89882944	89883024	FANCA
17379sorted	17	74473261	74473381	RHBDF2
17379sorted	19	38735612	38735614	rs8102476
17379sorted	21	42746080	42746082	TMPRSS3
17380sorted	1	228997834	228997836	rs801114
17380sorted	2	47596644	47596721	EPCAM
17380sorted	2	202162810	202162812	ALS2CR12
17380sorted	2	218310339	218310341	DIRC3
17380sorted	3	10091057	10091190	FANCD2
17380sorted	3	37627111	37627113	ITGA9
17380sorted	3	151899703	151899705	rs161792
17380sorted	3	169082632	169082634	MECOM
17380sorted	3	189356260	189356262	TP63
17380sorted	4	95562876	95562878	PDLIM5
17380sorted	4	106061533	106061535	rs7679673
17380sorted	5	1895828	1895830	rs12653946
17380sorted	5	40791883	40791885	PRKAA1
17380sorted	5	44365544	44365546	FGF10
17380sorted	5	44662514	44662516	rs4415084
17380sorted	5	56031883	56031885	rs889312
17380sorted	5	58407770	58407772	PDE4D
17380sorted	6	411063	411065	IRF4
17380sorted	6	22140003	22140005	rs6939340
17380sorted	6	35420322	35420571	FANCE
17380sorted	7	6013029	6013174	PMS2
17380sorted	7	6017218	6017389	PMS2
17380sorted	7	6018226	6018328	PMS2
17380sorted	7	86983714	86983716	CROT
17380sorted	7	97816326	97816328	LMTK2
17380sorted	8	18272880	18272882	rs1495741
17380sorted	8	32432368	32432370	NRG1
17380sorted	8	128320345	128320347	rs16902094
17380sorted	8	128323180	128323182	rs445114
17380sorted	8	128355617	128355619	rs13281615
17380sorted	8	145742797	145742893	RECQL4
17380sorted	8	145742985	145743020	RECQL4
17380sorted	8	145743084	145743169	RECQL4
17380sorted	9	22043925	22043927	CDKN2B-AS1
17380sorted	9	100459402	100459575	XPA
17380sorted	10	43572706	43572780	RET
17380sorted	10	63723576	63723578	ARID5B
17380sorted	10	63752158	63752160	ARID5B
17380sorted	10	88516384	88516688	BMPR1A
17380sorted	10	104263909	104264092	SUFU
17380sorted	11	2233573	2233575	rs7127900
17380sorted	11	69328763	69328765	rs614367
17380sorted	11	83620786	83620788	DLG2
17380sorted	12	14653866	14653868	rs2900333
17380sorted	12	26453282	26453284	rs718314
17380sorted	12	49676009	49676011	rs10875943
17380sorted	12	112521447	112521449	NAA25
17380sorted	12	125320849	125320851	SCARB1
17380sorted	13	48878048	48878186	RB1
17380sorted	15	32994755	32994757	rs4779584
17380sorted	15	47873548	47873550	SEMA6D
17380sorted	15	78908031	78908033	CHRNA3
17380sorted	16	52586340	52586342	rs3803662
17380sorted	16	68771318	68771367	CDH1
17380sorted	16	89807211	89807275	FANCA
17380sorted	16	89882944	89883024	FANCA
17380sorted	17	29422327	29422388	NF1
17380sorted	19	38735612	38735614	rs8102476
17380sorted	19	45867243	45867378	ERCC2
17381sorted	1	10385470	10385472	KIF1B
17381sorted	1	228997834	228997836	rs801114
17381sorted	2	46537603	46537605	EPAS1
17381sorted	2	215672545	215672547	BARD1
17381sorted	2	215674124	215674305	BARD1
17381sorted	2	218310339	218310341	DIRC3
17381sorted	3	10085512	10085549	FANCD2
17381sorted	3	10091057	10091190	FANCD2
17381sorted	3	10106412	10106560	FANCD2
17381sorted	3	17077267	17077269	PLCL2
17381sorted	3	170130101	170130103	rs10936632
17381sorted	3	189356260	189356262	TP63
17381sorted	4	95562876	95562878	PDLIM5
17381sorted	5	1279789	1279791	TERT
17381sorted	5	1315659	1315661	rs4975616
17381sorted	5	1895828	1895830	rs12653946
17381sorted	5	44662514	44662516	rs4415084
17381sorted	5	58407770	58407772	PDE4D
17381sorted	5	148904091	148904093	CSNK1A1
17381sorted	6	22125963	22125965	rs4712653
17381sorted	6	22140003	22140005	rs6939340
17381sorted	6	33542537	33542539	BAK1
17381sorted	7	6013029	6013174	PMS2
17381sorted	7	6017218	6017389	PMS2
17381sorted	7	6018226	6018328	PMS2
17381sorted	7	6022454	6022623	PMS2
17381sorted	7	50466303	50466305	IKZF1
17381sorted	7	86983714	86983716	CROT
17381sorted	7	97816326	97816328	LMTK2
17381sorted	8	32432368	32432370	NRG1
17381sorted	8	71012810	71012812	rs1106334
17381sorted	8	128355617	128355619	rs13281615
17381sorted	8	145743084	145743169	RECQL4
17381sorted	9	5070830	5070832	JAK2
17381sorted	9	21816527	21816529	MTAP
17381sorted	9	22033365	22033367	CDKN2B-AS1
17381sorted	9	22068651	22068653	CDKN2B-AS1
17381sorted	9	100556108	100556110	rs965513
17381sorted	9	136149228	136149230	ABO
17381sorted	10	51549495	51549497	TIMM23B
17381sorted	10	63723576	63723578	ARID5B
17381sorted	10	63752158	63752160	ARID5B
17381sorted	10	120278943	120278945	rs12413624
17381sorted	10	123337334	123337336	FGFR2
17381sorted	11	2233573	2233575	rs7127900
17381sorted	11	47259688	47259735	DDB2
17381sorted	11	68994496	68994498	rs7931342
17381sorted	11	68994666	68994668	rs10896449
17381sorted	11	68995957	68995959	rs7130881
17381sorted	11	111171708	111171710	C11orf92
17381sorted	12	14653866	14653868	rs2900333
17381sorted	12	26453282	26453284	rs718314
17381sorted	12	88953560	88953562	KITLG
17381sorted	12	88953958	88953960	KITLG
17381sorted	12	112521447	112521449	NAA25
17381sorted	12	125320849	125320851	SCARB1
17381sorted	14	36649245	36649247	rs944289
17381sorted	15	69059083	69059085	ANP32A
17381sorted	15	70018989	70018991	rs7176508
17381sorted	15	78908031	78908033	CHRNA3
17381sorted	16	52586340	52586342	rs3803662
17381sorted	16	89755902	89755904	CDK10
17381sorted	17	74473261	74473381	RHBDF2
17381sorted	19	38735612	38735614	rs8102476
17381sorted	19	45856340	45856414	ERCC2
17381sorted	20	6404280	6404282	rs961253
17381sorted	21	30717736	30717738	BACH1
17381sorted	21	42746080	42746082	TMPRSS3
17381sorted	22	48929568	48929570	FAM19A5
17382sorted	1	11046854	11046856	rs9430161
17382sorted	1	150860470	150860472	rs7412746
17382sorted	2	46537603	46537605	EPAS1
17382sorted	2	215672545	215672547	BARD1
17382sorted	2	223845941	223845943	rs7584993
17382sorted	3	10091057	10091190	FANCD2
17382sorted	3	17077267	17077269	PLCL2
17382sorted	3	37627111	37627113	ITGA9
17382sorted	3	87173323	87173325	rs17181170
17382sorted	3	141102832	141102834	ZBTB38
17382sorted	3	151899703	151899705	rs161792
17382sorted	3	169082632	169082634	MECOM
17382sorted	3	170130101	170130103	rs10936632
17382sorted	4	27162477	27162479	rs11940551
17382sorted	4	84374479	84374481	HELQ
17382sorted	4	95562876	95562878	PDLIM5
17382sorted	4	106061533	106061535	rs7679673
17382sorted	5	1895828	1895830	rs12653946
17382sorted	5	44662514	44662516	rs4415084
17382sorted	5	148904091	148904093	CSNK1A1
17382sorted	6	22125963	22125965	rs4712653
17382sorted	6	22140003	22140005	rs6939340
17382sorted	6	33542537	33542539	BAK1
17382sorted	6	79424432	79424434	rs9352613
17382sorted	6	127600629	127600631	RNF146
17382sorted	7	6013029	6013174	PMS2
17382sorted	7	50466303	50466305	IKZF1
17382sorted	7	50470603	50470605	IKZF1
17382sorted	7	86983714	86983716	CROT
17382sorted	7	97816326	97816328	LMTK2
17382sorted	8	18272880	18272882	rs1495741
17382sorted	8	32432368	32432370	NRG1
17382sorted	8	128355617	128355619	rs13281615
17382sorted	8	128407442	128407444	rs10505477
17382sorted	8	128424791	128424793	rs7014346
17382sorted	8	128539359	128539361	rs7837688
17382sorted	8	145742985	145743020	RECQL4
17382sorted	8	145743084	145743169	RECQL4
17382sorted	9	21816527	21816529	MTAP
17382sorted	9	22033365	22033367	CDKN2B-AS1
17382sorted	9	136149228	136149230	ABO
17382sorted	10	21830103	21830105	MLLT10
17382sorted	11	2233573	2233575	rs7127900
17382sorted	11	8252852	8252854	LMO1
17382sorted	11	56175670	56175672	rs1945213
17382sorted	11	68994496	68994498	rs7931342
17382sorted	11	74345549	74345551	POLD3
17382sorted	11	83620786	83620788	DLG2
17382sorted	11	111171708	111171710	C11orf92
17382sorted	12	14653866	14653868	rs2900333
17382sorted	12	26453282	26453284	rs718314
17382sorted	12	88953560	88953562	KITLG
17382sorted	12	125320849	125320851	SCARB1
17382sorted	13	24127209	24127211	rs1572072
17382sorted	13	24205194	24205196	TNFRSF19
17382sorted	13	24293858	24293860	rs753955
17382sorted	13	48878048	48878186	RB1
17382sorted	13	73908845	73908847	rs9573163
17382sorted	14	36649245	36649247	rs944289
17382sorted	14	54410918	54410920	rs4444235
17382sorted	15	32994755	32994757	rs4779584
17382sorted	15	47873548	47873550	SEMA6D
17382sorted	15	70018989	70018991	rs7176508
17382sorted	15	78908031	78908033	CHRNA3
17382sorted	16	51098426	51098428	rs1528601
17382sorted	16	52586340	52586342	rs3803662
17382sorted	16	89986116	89986118	MC1R
17382sorted	17	36098039	36098041	HNF1B
17382sorted	17	74470114	74470225	RHBDF2
17382sorted	19	38735612	38735614	rs8102476
17382sorted	21	42746080	42746082	TMPRSS3
17382sorted	21	43778894	43778896	TMPRSS3
17383sorted	1	11046854	11046856	rs9430161
17383sorted	1	121280612	121280614	EMBP1
17383sorted	1	150860470	150860472	rs7412746
17383sorted	1	228997834	228997836	rs801114
17383sorted	2	47596644	47596721	EPCAM
17383sorted	3	10091057	10091190	FANCD2
17383sorted	3	10106412	10106560	FANCD2
17383sorted	3	170130101	170130103	rs10936632
17383sorted	3	189356260	189356262	TP63
17383sorted	3	189383182	189383184	TP63
17383sorted	5	1279789	1279791	TERT
17383sorted	5	1895828	1895830	rs12653946
17383sorted	5	88416353	88416355	rs9293511
17383sorted	5	148904091	148904093	CSNK1A1
17383sorted	6	411063	411065	IRF4
17383sorted	6	127600629	127600631	RNF146
17383sorted	7	6013029	6013174	PMS2
17383sorted	7	6017218	6017389	PMS2
17383sorted	7	97816326	97816328	LMTK2
17383sorted	8	128407442	128407444	rs10505477
17383sorted	8	145742985	145743020	RECQL4
17383sorted	8	145743084	145743169	RECQL4
17383sorted	9	5070830	5070832	JAK2
17383sorted	9	22043925	22043927	CDKN2B-AS1
17383sorted	10	51549495	51549497	TIMM23B
17383sorted	10	63723576	63723578	ARID5B
17383sorted	11	2233573	2233575	rs7127900
17383sorted	11	8252852	8252854	LMO1
17383sorted	11	56175670	56175672	rs1945213
17383sorted	11	74345549	74345551	POLD3
17383sorted	11	83620786	83620788	DLG2
17383sorted	12	14653866	14653868	rs2900333
17383sorted	12	26453282	26453284	rs718314
17383sorted	12	125320849	125320851	SCARB1
17383sorted	13	48878048	48878186	RB1
17383sorted	13	73908845	73908847	rs9573163
17383sorted	14	36649245	36649247	rs944289
17383sorted	15	32994755	32994757	rs4779584
17383sorted	15	78908031	78908033	CHRNA3
17383sorted	16	89882944	89883024	FANCA
17384sorted	1	11046854	11046856	rs9430161
17384sorted	1	150860470	150860472	rs7412746
17384sorted	2	46537603	46537605	EPAS1
17384sorted	2	215635793	215635795	BARD1
17384sorted	2	215672545	215672547	BARD1
17384sorted	3	10091057	10091190	FANCD2
17384sorted	3	17077267	17077269	PLCL2
17384sorted	3	27416012	27416014	SLC4A7
17384sorted	3	37627111	37627113	ITGA9
17384sorted	3	87173323	87173325	rs17181170
17384sorted	3	141102832	141102834	ZBTB38
17384sorted	3	151899703	151899705	rs161792
17384sorted	3	169082632	169082634	MECOM
17384sorted	3	170130101	170130103	rs10936632
17384sorted	4	27162477	27162479	rs11940551
17384sorted	4	84374479	84374481	HELQ
17384sorted	4	95562876	95562878	PDLIM5
17384sorted	4	106061533	106061535	rs7679673
17384sorted	5	1315659	1315661	rs4975616
17384sorted	5	1895828	1895830	rs12653946
17384sorted	5	44662514	44662516	rs4415084
17384sorted	5	148904091	148904093	CSNK1A1
17384sorted	6	22125963	22125965	rs4712653
17384sorted	6	22140003	22140005	rs6939340
17384sorted	6	33542537	33542539	BAK1
17384sorted	6	79424432	79424434	rs9352613
17384sorted	6	127600629	127600631	RNF146
17384sorted	6	151948365	151948367	rs2046210
17384sorted	7	6013029	6013174	PMS2
17384sorted	7	50466303	50466305	IKZF1
17384sorted	7	50470603	50470605	IKZF1
17384sorted	7	86983714	86983716	CROT
17384sorted	7	97816326	97816328	LMTK2
17384sorted	8	18272880	18272882	rs1495741
17384sorted	8	23526462	23526464	rs1512268
17384sorted	8	32432368	32432370	NRG1
17384sorted	8	71012810	71012812	rs1106334
17384sorted	8	128355617	128355619	rs13281615
17384sorted	8	128407442	128407444	rs10505477
17384sorted	8	128539359	128539361	rs7837688
17384sorted	8	130491751	130491753	CCDC26
17384sorted	8	145742985	145743020	RECQL4
17384sorted	8	145743084	145743169	RECQL4
17384sorted	9	21816527	21816529	MTAP
17384sorted	9	22033365	22033367	CDKN2B-AS1
17384sorted	9	136149228	136149230	ABO
17384sorted	10	21830103	21830105	MLLT10
17384sorted	10	51549495	51549497	TIMM23B
17384sorted	10	123032518	123032520	rs11199874
17384sorted	11	2233573	2233575	rs7127900
17384sorted	11	8252852	8252854	LMO1
17384sorted	11	56175670	56175672	rs1945213
17384sorted	11	68994496	68994498	rs7931342
17384sorted	11	68994666	68994668	rs10896449
17384sorted	11	69328763	69328765	rs614367
17384sorted	11	74345549	74345551	POLD3
17384sorted	11	83620786	83620788	DLG2
17384sorted	11	111171708	111171710	C11orf92
17384sorted	12	14653866	14653868	rs2900333
17384sorted	12	26453282	26453284	rs718314
17384sorted	12	88953560	88953562	KITLG
17384sorted	12	88953958	88953960	KITLG
17384sorted	12	125320849	125320851	SCARB1
17384sorted	13	24127209	24127211	rs1572072
17384sorted	13	24205194	24205196	TNFRSF19
17384sorted	13	24293858	24293860	rs753955
17384sorted	13	48878048	48878186	RB1
17384sorted	13	73908845	73908847	rs9573163
17384sorted	14	36649245	36649247	rs944289
17384sorted	15	47873548	47873550	SEMA6D
17384sorted	15	70018989	70018991	rs7176508
17384sorted	15	78908031	78908033	CHRNA3
17384sorted	16	51098426	51098428	rs1528601
17384sorted	16	52586340	52586342	rs3803662
17384sorted	16	52635163	52635165	rs3112612
17384sorted	16	89986116	89986118	MC1R
17384sorted	17	36098039	36098041	HNF1B
17384sorted	17	74470114	74470225	RHBDF2
17384sorted	19	38735612	38735614	rs8102476
17384sorted	21	30717736	30717738	BACH1
17384sorted	21	42746080	42746082	TMPRSS3
17384sorted	21	43778894	43778896	TMPRSS3
17385sorted	1	11046854	11046856	rs9430161
17385sorted	1	150860470	150860472	rs7412746
17385sorted	2	46537603	46537605	EPAS1
17385sorted	2	223845941	223845943	rs7584993
17385sorted	3	10085512	10085549	FANCD2
17385sorted	3	10091057	10091190	FANCD2
17385sorted	3	17077267	17077269	PLCL2
17385sorted	3	37627111	37627113	ITGA9
17385sorted	3	87173323	87173325	rs17181170
17385sorted	3	151899703	151899705	rs161792
17385sorted	3	169082632	169082634	MECOM
17385sorted	3	189356260	189356262	TP63
17385sorted	4	27162477	27162479	rs11940551
17385sorted	4	84374479	84374481	HELQ
17385sorted	4	95562876	95562878	PDLIM5
17385sorted	4	106061533	106061535	rs7679673
17385sorted	5	1315659	1315661	rs4975616
17385sorted	5	1895828	1895830	rs12653946
17385sorted	5	44662514	44662516	rs4415084
17385sorted	6	411063	411065	IRF4
17385sorted	6	33542537	33542539	BAK1
17385sorted	6	79424432	79424434	rs9352613
17385sorted	6	127600629	127600631	RNF146
17385sorted	7	6013029	6013174	PMS2
17385sorted	7	50466303	50466305	IKZF1
17385sorted	7	86983714	86983716	CROT
17385sorted	7	97816326	97816328	LMTK2
17385sorted	8	18272880	18272882	rs1495741
17385sorted	8	32432368	32432370	NRG1
17385sorted	8	128192980	128192982	rs2456449
17385sorted	8	128355617	128355619	rs13281615
17385sorted	8	128407442	128407444	rs10505477
17385sorted	8	128424791	128424793	rs7014346
17385sorted	8	128539359	128539361	rs7837688
17385sorted	9	21816527	21816529	MTAP
17385sorted	9	22033365	22033367	CDKN2B-AS1
17385sorted	9	136149228	136149230	ABO
17385sorted	10	21830103	21830105	MLLT10
17385sorted	10	51549495	51549497	TIMM23B
17385sorted	11	2233573	2233575	rs7127900
17385sorted	11	8252852	8252854	LMO1
17385sorted	11	56175670	56175672	rs1945213
17385sorted	11	68994496	68994498	rs7931342
17385sorted	11	74345549	74345551	POLD3
17385sorted	11	83620786	83620788	DLG2
17385sorted	11	111171708	111171710	C11orf92
17385sorted	12	14653866	14653868	rs2900333
17385sorted	12	26453282	26453284	rs718314
17385sorted	12	88953560	88953562	KITLG
17385sorted	12	125320849	125320851	SCARB1
17385sorted	13	24127209	24127211	rs1572072
17385sorted	13	24205194	24205196	TNFRSF19
17385sorted	13	24293858	24293860	rs753955
17385sorted	13	48878048	48878186	RB1
17385sorted	13	73908845	73908847	rs9573163
17385sorted	15	32994755	32994757	rs4779584
17385sorted	15	47873548	47873550	SEMA6D
17385sorted	15	70018989	70018991	rs7176508
17385sorted	15	78908031	78908033	CHRNA3
17385sorted	16	51098426	51098428	rs1528601
17385sorted	16	52586340	52586342	rs3803662
17385sorted	16	89986116	89986118	MC1R
17385sorted	17	36098039	36098041	HNF1B
17385sorted	17	74470114	74470225	RHBDF2
17385sorted	19	38735612	38735614	rs8102476
17385sorted	21	42746080	42746082	TMPRSS3
17386sorted	1	10385470	10385472	KIF1B
17386sorted	1	150860470	150860472	rs7412746
17386sorted	2	8178734	8178736	LINC00299
17386sorted	2	46537603	46537605	EPAS1
17386sorted	2	215635793	215635795	BARD1
17386sorted	2	215672545	215672547	BARD1
17386sorted	2	223845941	223845943	rs7584993
17386sorted	3	10091057	10091190	FANCD2
17386sorted	3	17077267	17077269	PLCL2
17386sorted	3	37627111	37627113	ITGA9
17386sorted	3	87173323	87173325	rs17181170
17386sorted	3	141102832	141102834	ZBTB38
17386sorted	3	151899703	151899705	rs161792
17386sorted	3	169082632	169082634	MECOM
17386sorted	3	170130101	170130103	rs10936632
17386sorted	3	189383182	189383184	TP63
17386sorted	4	27162477	27162479	rs11940551
17386sorted	4	84374479	84374481	HELQ
17386sorted	4	95562876	95562878	PDLIM5
17386sorted	4	106061533	106061535	rs7679673
17386sorted	5	1279789	1279791	TERT
17386sorted	5	1895828	1895830	rs12653946
17386sorted	5	44662514	44662516	rs4415084
17386sorted	5	148904091	148904093	CSNK1A1
17386sorted	6	22125963	22125965	rs4712653
17386sorted	6	22140003	22140005	rs6939340
17386sorted	6	33542537	33542539	BAK1
17386sorted	6	79424432	79424434	rs9352613
17386sorted	6	127600629	127600631	RNF146
17386sorted	6	151948365	151948367	rs2046210
17386sorted	7	6013029	6013174	PMS2
17386sorted	7	6017218	6017389	PMS2
17386sorted	7	6018226	6018328	PMS2
17386sorted	7	50466303	50466305	IKZF1
17386sorted	7	50470603	50470605	IKZF1
17386sorted	7	86983714	86983716	CROT
17386sorted	7	97816326	97816328	LMTK2
17386sorted	8	18272880	18272882	rs1495741
17386sorted	8	32432368	32432370	NRG1
17386sorted	8	128355617	128355619	rs13281615
17386sorted	8	128407442	128407444	rs10505477
17386sorted	8	128539359	128539361	rs7837688
17386sorted	8	130491751	130491753	CCDC26
17386sorted	8	145742985	145743020	RECQL4
17386sorted	8	145743084	145743169	RECQL4
17386sorted	9	21816527	21816529	MTAP
17386sorted	9	22033365	22033367	CDKN2B-AS1
17386sorted	9	100556108	100556110	rs965513
17386sorted	9	136149228	136149230	ABO
17386sorted	10	8701218	8701220	rs10795668
17386sorted	10	21830103	21830105	MLLT10
17386sorted	10	43572706	43572780	RET
17386sorted	10	51549495	51549497	TIMM23B
17386sorted	10	63723576	63723578	ARID5B
17386sorted	10	104263909	104264092	SUFU
17386sorted	10	123032518	123032520	rs11199874
17386sorted	10	123337334	123337336	FGFR2
17386sorted	11	2233573	2233575	rs7127900
17386sorted	11	8252852	8252854	LMO1
17386sorted	11	56175670	56175672	rs1945213
17386sorted	11	68994496	68994498	rs7931342
17386sorted	11	68994666	68994668	rs10896449
17386sorted	11	69328763	69328765	rs614367
17386sorted	11	74345549	74345551	POLD3
17386sorted	11	83620786	83620788	DLG2
17386sorted	11	89011045	89011047	TYR
17386sorted	11	111171708	111171710	C11orf92
17386sorted	12	14653866	14653868	rs2900333
17386sorted	12	26453282	26453284	rs718314
17386sorted	12	88953560	88953562	KITLG
17386sorted	12	125320849	125320851	SCARB1
17386sorted	13	24127209	24127211	rs1572072
17386sorted	13	24205194	24205196	TNFRSF19
17386sorted	13	24293858	24293860	rs753955
17386sorted	13	48878048	48878186	RB1
17386sorted	13	73908845	73908847	rs9573163
17386sorted	14	36649245	36649247	rs944289
17386sorted	15	32994755	32994757	rs4779584
17386sorted	15	47873548	47873550	SEMA6D
17386sorted	15	70018989	70018991	rs7176508
17386sorted	15	78908031	78908033	CHRNA3
17386sorted	16	51098426	51098428	rs1528601
17386sorted	16	52586340	52586342	rs3803662
17386sorted	16	52635163	52635165	rs3112612
17386sorted	16	89882944	89883024	FANCA
17386sorted	16	89986116	89986118	MC1R
17386sorted	17	36098039	36098041	HNF1B
17386sorted	17	74470114	74470225	RHBDF2
17386sorted	19	38735612	38735614	rs8102476
17386sorted	21	42746080	42746082	TMPRSS3
17387sorted	1	10385470	10385472	KIF1B
17387sorted	1	11046854	11046856	rs9430161
17387sorted	1	150860470	150860472	rs7412746
17387sorted	1	228997834	228997836	rs801114
17387sorted	1	241682890	241683023	FH
17387sorted	2	15729819	15729821	rs3755132
17387sorted	2	46537603	46537605	EPAS1
17387sorted	2	47596644	47596721	EPCAM
17387sorted	2	48010372	48010633	MSH6
17387sorted	2	215635793	215635795	BARD1
17387sorted	2	223845941	223845943	rs7584993
17387sorted	3	10091057	10091190	FANCD2
17387sorted	3	27416012	27416014	SLC4A7
17387sorted	3	37627111	37627113	ITGA9
17387sorted	3	41925397	41925399	ULK4
17387sorted	3	87173323	87173325	rs17181170
17387sorted	3	141102832	141102834	ZBTB38
17387sorted	3	151899703	151899705	rs161792
17387sorted	3	169082632	169082634	MECOM
17387sorted	3	170130101	170130103	rs10936632
17387sorted	3	189356260	189356262	TP63
17387sorted	4	95562876	95562878	PDLIM5
17387sorted	4	106061533	106061535	rs7679673
17387sorted	5	1895828	1895830	rs12653946
17387sorted	5	44365544	44365546	FGF10
17387sorted	5	44662514	44662516	rs4415084
17387sorted	5	58407770	58407772	PDE4D
17387sorted	6	411063	411065	IRF4
17387sorted	6	22140003	22140005	rs6939340
17387sorted	6	33542537	33542539	BAK1
17387sorted	6	35420322	35420571	FANCE
17387sorted	7	6013029	6013174	PMS2
17387sorted	7	6017218	6017389	PMS2
17387sorted	7	6018226	6018328	PMS2
17387sorted	7	86983714	86983716	CROT
17387sorted	7	97816326	97816328	LMTK2
17387sorted	8	18272880	18272882	rs1495741
17387sorted	8	32432368	32432370	NRG1
17387sorted	8	128320345	128320347	rs16902094
17387sorted	8	128323180	128323182	rs445114
17387sorted	8	128355617	128355619	rs13281615
17387sorted	8	128407442	128407444	rs10505477
17387sorted	8	145742797	145742893	RECQL4
17387sorted	8	145742985	145743020	RECQL4
17387sorted	8	145743084	145743169	RECQL4
17387sorted	9	5070830	5070832	JAK2
17387sorted	9	22033365	22033367	CDKN2B-AS1
17387sorted	9	22043925	22043927	CDKN2B-AS1
17387sorted	9	100459402	100459575	XPA
17387sorted	9	100556108	100556110	rs965513
17387sorted	9	136149228	136149230	ABO
17387sorted	10	21830103	21830105	MLLT10
17387sorted	10	43572706	43572780	RET
17387sorted	10	51549495	51549497	TIMM23B
17387sorted	10	63723576	63723578	ARID5B
17387sorted	10	88516384	88516688	BMPR1A
17387sorted	10	104263909	104264092	SUFU
17387sorted	11	2233573	2233575	rs7127900
17387sorted	11	56175670	56175672	rs1945213
